id_vuelo,ruta,distancia_km,peso_kg,dim_l_cm,dim_a_cm,dim_h_cm,bateria_inicio,bateria_fin,clima,viento,temperatura,obstaculos,trafico_aereo,fecha_salida,fecha_llegada,resultado_entrega
V140,RUTA_C,10.712661084522786,23.556686715388874,69,54,42,99,77.57467783095443,SOLEADO,MEDIO,19.684990739641382,0,0,2026-01-01 13:09:00,2026-01-01 13:21:57.228279,1
V141,RUTA_C,11.327019816445677,31.387419097739386,75,32,6,84,56.345960367108646,LLUVIA,MEDIO,13.830510714244816,1,0,2026-01-01 11:25:00,2026-01-01 11:36:10.444836,1
V142,RUTA_B,9.893686013701705,30.194006199635698,74,32,26,87,67.2126279725966,SOLEADO,MEDIO,16.57947065863022,0,0,2026-01-01 15:28:00,2026-01-01 15:48:51.802400,1
V143,RUTA_B,15.866076755821922,32.218581842334565,60,35,24,80,48.267846488356156,SOLEADO,BAJO,13.540908539372326,0,0,2026-01-01 12:23:00,2026-01-01 12:37:48.789298,1
V144,RUTA_A,1.7383670730058367,20.96131862298268,45,16,29,87,83.52326585398832,NUBLADO,MEDIO,13.166846149593347,0,0,2026-01-01 09:29:00,2026-01-01 09:54:34.104729,1
V145,RUTA_C,5.437482656109418,6.042818468643842,33,53,19,97,86.12503468778117,NUBLADO,BAJO,17.371260649610495,0,0,2026-01-01 11:25:00,2026-01-01 11:42:32.171130,1
V146,RUTA_C,15.88796316060564,27.0107201984977,36,36,53,99,67.22407367878873,SOLEADO,BAJO,12.67082446752731,0,0,2026-01-01 12:14:00,2026-01-01 12:30:12.550403,1
V147,RUTA_C,13.789876943043252,25.00871450955284,11,35,33,95,67.42024611391349,SOLEADO,MEDIO,7.163393523645196,0,0,2026-01-01 09:04:00,2026-01-01 09:12:00.510660,1
V148,RUTA_A,1.2999677230362994,29.819000894363942,40,45,12,97,94.40006455392741,NUBLADO,MEDIO,12.447408417090493,0,0,2026-01-01 07:10:00,2026-01-01 07:33:56.193785,1
V149,RUTA_A,9.789106814565047,7.210299739004045,66,64,41,99,79.42178637086991,SOLEADO,MEDIO,14.772475405250509,0,0,2026-01-01 08:40:00,2026-01-01 08:46:23.509222,1
V150,RUTA_B,10.002735572115473,8.201520396061424,75,73,53,91,70.99452885576906,NUBLADO,MEDIO,22.085593991327688,0,0,2026-01-01 15:34:00,2026-01-01 15:42:51.092479,1
V151,RUTA_A,7.814996297174476,35.67117593016348,38,66,56,92,71.37000740565105,SOLEADO,MEDIO,14.036250200514539,1,0,2026-01-01 13:30:00,2026-01-01 13:43:27.964907,1
V152,RUTA_C,6.055686645053825,30.124123038856798,24,78,37,92,76.88862670989235,NUBLADO,ALTO,18.0476963641171,0,1,2026-01-01 07:31:00,2026-01-01 07:46:21.721469,1
V153,RUTA_C,12.589322457009816,36.37502530366275,21,70,26,89,58.82135508598037,NUBLADO,MEDIO,15.326767064151722,1,0,2026-01-01 06:10:00,2026-01-01 06:36:01.567474,1
V154,RUTA_A,4.532437899980815,30.46925518597487,37,11,54,86,68.93512420003837,SOLEADO,MEDIO,20.905620575481535,1,1,2026-01-01 12:09:00,2026-01-01 12:17:28.740016,1
V155,RUTA_C,14.582125555219003,24.087634586616925,33,64,51,93,58.835748889562,SOLEADO,BAJO,20.628385541855835,1,0,2026-01-01 08:50:00,2026-01-01 09:06:11.962788,1
V156,RUTA_C,14.65163173304702,26.33824311260101,30,47,9,95,60.69673653390596,SOLEADO,BAJO,20.70470042095968,1,0,2026-01-01 08:15:00,2026-01-01 08:26:42.898742,1
V157,RUTA_A,8.059444438737948,35.62055299563039,19,38,43,94,77.8811111225241,SOLEADO,MEDIO,9.064065882330588,0,0,2026-01-01 12:24:00,2026-01-01 12:49:48.913520,1
V158,RUTA_A,5.82031618546401,23.36286680322165,27,35,22,91,79.35936762907198,LLUVIA_FUERTE,MEDIO,16.826896188979976,0,0,2026-01-01 10:49:00,2026-01-01 11:11:55.462910,0
V159,RUTA_C,5.825929087042125,25.479457310971302,23,44,42,88,76.34814182591575,SOLEADO,MEDIO,19.03575440048779,0,0,2026-01-01 16:31:00,2026-01-01 16:41:24.451410,1
V160,RUTA_C,9.198952507935571,6.680830282142223,43,76,58,87,68.60209498412885,LLUVIA,MEDIO,17.526154250357322,0,0,2026-01-01 15:41:00,2026-01-01 16:04:56.103297,1
V161,RUTA_C,13.232846820739098,19.21988819458606,67,38,57,97,70.5343063585218,SOLEADO,MEDIO,18.546385303287316,0,0,2026-01-01 10:16:00,2026-01-01 10:45:44.279939,1
V162,RUTA_B,7.100767746895599,28.797685922344908,31,43,41,97,79.7984645062088,LLUVIA,ALTO,16.23340401714191,0,1,2026-01-01 09:09:00,2026-01-01 09:20:22.204899,1
V163,RUTA_B,11.370736872781777,11.202236583496434,79,50,34,92,64.25852625443645,LLUVIA,ALTO,13.020863173093892,1,0,2026-01-01 15:16:00,2026-01-01 15:31:51.985977,1
V164,RUTA_B,7.502235829904103,8.489040130719129,45,50,55,97,76.9955283401918,NUBLADO,ALTO,9.211610460054992,1,0,2026-01-01 09:58:00,2026-01-01 10:07:27.994208,1
V165,RUTA_A,6.176894215573516,12.896158924864414,54,32,35,94,81.64621156885296,NUBLADO,MUY_ALTO,13.417722285406098,0,0,2026-01-01 15:11:00,2026-01-01 15:35:39.482709,0
V166,RUTA_B,1.4226117705685009,10.039274805716921,45,12,14,83,80.154776458863,NUBLADO,BAJO,26.71243949455357,0,0,2026-01-01 12:47:00,2026-01-01 13:15:55.970420,1
V167,RUTA_A,1.0665397975016409,8.989049162937636,31,67,19,96,88.86692040499672,SOLEADO,BAJO,14.057395295637312,1,0,2026-01-01 09:49:00,2026-01-01 09:59:29.428568,1
V168,RUTA_A,4.862530523144076,17.281608293289434,70,41,46,84,74.27493895371185,LLUVIA_FUERTE,BAJO,8.162439095637025,0,0,2026-01-01 14:07:00,2026-01-01 14:30:57.612961,0
V169,RUTA_B,7.908906875616923,36.359621298399595,65,40,52,95,79.18218624876616,LLUVIA,MEDIO,18.93059744291633,0,0,2026-01-01 08:41:00,2026-01-01 08:47:54.916146,1
V170,RUTA_B,15.471439845155025,20.52885604617937,42,52,48,88,57.05712030968995,LLUVIA_FUERTE,ALTO,19.42184003473058,0,0,2026-01-01 15:43:00,2026-01-01 16:12:24.752960,0
V171,RUTA_B,14.574232129817233,7.92285504220526,54,16,22,89,59.851535740365534,SOLEADO,BAJO,21.14929756060856,0,0,2026-01-01 13:44:00,2026-01-01 13:55:56.800350,1
V172,RUTA_C,5.541809463995828,3.540380940544526,45,10,27,97,82.91638107200835,LLUVIA,MUY_ALTO,17.88391401482712,0,1,2026-01-01 17:57:00,2026-01-01 18:24:19.899954,0
V173,RUTA_B,5.157187530733089,27.998167732948048,29,70,37,96,80.68562493853382,LLUVIA_FUERTE,BAJO,19.382406057867804,1,0,2026-01-01 12:09:00,2026-01-01 12:34:37.981927,0
V174,RUTA_C,4.864475208190466,15.620551195237319,27,23,20,97,87.27104958361906,SOLEADO,MUY_ALTO,23.360868539367964,0,0,2026-01-01 15:47:00,2026-01-01 16:15:22.198455,0
V175,RUTA_A,6.767034788990739,32.96232239012169,47,61,58,86,72.46593042201852,SOLEADO,MEDIO,13.01810603175154,0,0,2026-01-01 16:05:00,2026-01-01 16:26:05.518854,1
V176,RUTA_C,9.469378232548651,26.55067536131042,76,15,42,83,61.0612435349027,LLUVIA,BAJO,12.22459717830513,0,1,2026-01-01 13:18:00,2026-01-01 13:34:41.035932,1
V177,RUTA_B,8.457352124536783,31.951537296384057,32,19,39,84,67.08529575092643,NUBLADO,MEDIO,11.621653841788284,0,0,2026-01-01 13:31:00,2026-01-01 13:55:52.824880,1
V178,RUTA_A,4.7106443792853945,11.241868557028726,25,39,38,95,80.5787112414292,LLUVIA,BAJO,14.936921654024069,1,0,2026-01-01 17:37:00,2026-01-01 17:53:40.931037,1
V179,RUTA_A,3.2176739690415066,27.848177437211795,68,30,32,82,72.56465206191699,SOLEADO,BAJO,21.733689679300674,0,1,2026-01-01 12:53:00,2026-01-01 13:09:07.208243,1
V180,RUTA_A,1.2138228122653216,10.930448395401891,78,69,6,97,91.57235437546936,LLUVIA,BAJO,18.11227347098494,0,1,2026-01-01 14:01:00,2026-01-01 14:21:44.880756,1
V181,RUTA_C,3.6173750573305656,37.59320493828652,77,72,34,93,85.76524988533887,SOLEADO,ALTO,17.954767810836874,0,0,2026-01-01 06:12:00,2026-01-01 06:30:31.742339,1
V182,RUTA_B,12.99105829330001,25.636784120568286,30,51,17,94,68.01788341339997,SOLEADO,MEDIO,8.722768285341106,0,0,2026-01-01 07:03:00,2026-01-01 07:08:39.575427,1
V183,RUTA_A,5.14185567887491,13.318216106926013,79,60,45,96,85.71628864225018,SOLEADO,BAJO,13.227252691054323,0,0,2026-01-01 15:29:00,2026-01-01 15:40:27.974793,1
V184,RUTA_A,8.966230772065668,11.14571856054477,21,73,20,80,62.067538455868664,LLUVIA,MEDIO,8.657369468551853,0,0,2026-01-01 10:05:00,2026-01-01 10:11:36.126881,1
V185,RUTA_A,11.05211953169516,8.041600110329918,25,65,9,96,73.89576093660968,LLUVIA,ALTO,20.684983157286176,0,0,2026-01-01 08:09:00,2026-01-01 08:33:08.407227,1
V186,RUTA_C,16.07629534813732,27.938317876302246,23,50,59,90,57.84740930372536,NUBLADO,BAJO,22.34258597154293,0,0,2026-01-01 11:55:00,2026-01-01 12:22:01.002694,1
V187,RUTA_C,16.11053667268813,9.13926671341813,70,41,32,96,63.77892665462374,NUBLADO,MEDIO,19.118266908961527,0,0,2026-01-01 10:46:00,2026-01-01 10:57:43.051104,1
V188,RUTA_B,13.677473472583102,24.01447900413582,55,24,57,93,60.645053054833795,LLUVIA,BAJO,12.05285581704182,1,0,2026-01-01 10:10:00,2026-01-01 10:32:49.157690,1
V189,RUTA_C,1.597668864824524,10.953083563551615,41,71,43,99,90.80466227035095,NUBLADO,BAJO,21.928089974463163,1,0,2026-01-01 12:39:00,2026-01-01 13:06:36.286811,1
V190,RUTA_A,10.776197124452054,26.64777331935781,24,36,49,98,76.44760575109589,LLUVIA,MEDIO,14.98698035989916,0,0,2026-01-01 13:13:00,2026-01-01 13:30:19.527313,1
V191,RUTA_B,14.37191900413561,32.6901192773513,53,37,24,86,57.25616199172878,NUBLADO,BAJO,11.142162876989353,0,0,2026-01-01 15:25:00,2026-01-01 15:53:41.300776,1
V192,RUTA_A,1.2938967609771745,31.2319971042138,26,73,28,92,89.41220647804565,NUBLADO,MEDIO,12.142382981553231,0,0,2026-01-01 10:16:00,2026-01-01 10:27:14.814315,1
V193,RUTA_A,10.344638432161831,30.55362757176588,50,68,31,97,71.31072313567634,NUBLADO,ALTO,14.279373457632653,1,0,2026-01-01 13:23:00,2026-01-01 13:40:28.309232,1
V194,RUTA_C,15.581990478362501,7.915035024843957,63,67,34,93,58.836019043275,SOLEADO,BAJO,16.198314081938825,0,1,2026-01-01 17:52:00,2026-01-01 18:08:33.542676,1
V195,RUTA_B,9.059735289318539,3.991205405888489,53,11,49,80,61.88052942136292,LLUVIA,MEDIO,15.354623153392826,0,0,2026-01-01 06:53:00,2026-01-01 07:22:26.053591,1
V196,RUTA_C,1.0698054492566236,28.108478725251732,14,45,31,86,83.86038910148676,NUBLADO,BAJO,10.349326327315891,0,0,2026-01-01 16:07:00,2026-01-01 16:16:27.375216,1
V197,RUTA_C,1.187227091705327,15.049714944876877,36,22,30,87,79.62554581658935,SOLEADO,MUY_ALTO,20.853265636742567,1,0,2026-01-01 16:51:00,2026-01-01 17:04:31.000231,0
V198,RUTA_B,8.08281263603376,17.577675942932217,52,24,11,97,80.83437472793248,LLUVIA,MEDIO,15.397576322252627,0,0,2026-01-01 10:31:00,2026-01-01 10:58:39.587224,1
V199,RUTA_A,3.6351473460848274,1.7303891653389472,40,69,46,88,80.72970530783034,NUBLADO,ALTO,13.144984574917396,0,0,2026-01-01 12:21:00,2026-01-01 12:29:26.644394,1
V200,RUTA_A,12.295661170585413,10.753269746364444,26,31,51,80,55.40867765882918,NUBLADO,MEDIO,20.441209447931058,0,0,2026-01-01 10:25:00,2026-01-01 10:48:03.146169,1
V201,RUTA_B,13.049587503404618,1.830217953041329,63,72,57,96,69.90082499319077,LLUVIA_FUERTE,BAJO,11.266375246933876,0,0,2026-01-01 08:05:00,2026-01-01 08:24:45.346796,0
V202,RUTA_A,4.023956522830686,35.227838017749285,71,34,42,98,89.95208695433863,NUBLADO,MEDIO,9.48443926570194,0,0,2026-01-01 14:20:00,2026-01-01 14:33:35.780363,1
V203,RUTA_B,16.105065904916245,10.114168987131954,41,57,9,85,47.78986819016751,SOLEADO,MUY_ALTO,21.089949786394957,1,0,2026-01-01 14:19:00,2026-01-01 14:46:06.311028,0
V204,RUTA_B,8.51243336464174,22.514818198133817,49,52,27,82,59.97513327071652,LLUVIA_FUERTE,MEDIO,23.565551398201357,1,0,2026-01-01 11:39:00,2026-01-01 11:53:34.363992,0
V205,RUTA_C,3.4283804290627033,2.039683166114651,22,47,32,84,77.14323914187459,NUBLADO,ALTO,14.151615925394406,0,0,2026-01-01 09:00:00,2026-01-01 09:20:06.308220,1
V206,RUTA_B,13.992277167179722,26.840471956573495,44,50,38,81,48.015445665640556,SOLEADO,ALTO,15.816119968331419,1,0,2026-01-01 16:33:00,2026-01-01 16:46:06.991901,1
V207,RUTA_C,14.429566500285137,13.259580157286708,14,54,57,99,70.14086699942973,SOLEADO,BAJO,11.413341141916387,0,0,2026-01-01 10:45:00,2026-01-01 11:00:09.938276,1
V208,RUTA_A,11.868023035312778,35.9678078848278,38,49,19,83,59.263953929374445,LLUVIA,BAJO,16.021970200973573,0,0,2026-01-01 12:43:00,2026-01-01 12:53:42.613442,1
V209,RUTA_A,15.508914404443404,35.580668462894415,79,26,36,89,57.982171191113196,NUBLADO,MEDIO,14.097178945075212,0,0,2026-01-01 15:51:00,2026-01-01 16:03:23.403416,1
V210,RUTA_A,13.535340524521413,13.348979425289038,34,66,30,89,56.929318950957175,NUBLADO,MEDIO,15.591486239860004,1,0,2026-01-01 14:27:00,2026-01-01 14:44:49.823613,1
V211,RUTA_A,15.99749753285884,36.08795537977348,31,11,52,90,58.00500493428232,LLUVIA,ALTO,17.63703355038897,0,0,2026-01-01 13:01:00,2026-01-01 13:10:29.413108,1
V212,RUTA_C,8.37609682425315,39.84822810320176,75,71,35,95,78.2478063514937,LLUVIA,MUY_ALTO,11.607418087876614,0,0,2026-01-01 14:49:00,2026-01-01 14:58:42.930779,0
V213,RUTA_A,13.709151177690522,33.10391873289595,54,18,23,96,63.581697644618956,SOLEADO,MEDIO,14.55275464306973,1,0,2026-01-01 07:21:00,2026-01-01 07:39:40.019250,1
V214,RUTA_B,17.995776578293754,33.87241823633155,78,77,13,95,59.00844684341249,SOLEADO,BAJO,8.784874312887286,0,0,2026-01-01 14:30:00,2026-01-01 14:36:15.053755,1
V215,RUTA_B,13.323830357833527,10.335845076309052,10,26,33,86,59.35233928433294,SOLEADO,ALTO,14.580050863546848,0,0,2026-01-01 06:49:00,2026-01-01 07:14:04.018744,1
V216,RUTA_B,2.941124264031247,23.279744754881374,53,59,58,95,86.11775147193751,LLUVIA,BAJO,15.626263716332002,0,1,2026-01-01 15:42:00,2026-01-01 15:53:07.957076,1
V217,RUTA_C,9.81141828129611,3.15660860171103,48,49,55,82,62.37716343740778,SOLEADO,ALTO,16.915929700244313,0,0,2026-01-01 13:22:00,2026-01-01 13:38:04.770113,1
V218,RUTA_A,10.984912451131475,4.249258504455954,63,67,43,95,68.03017509773704,NUBLADO,MEDIO,16.958306161452835,1,0,2026-01-01 13:35:00,2026-01-01 14:01:34.318926,1
V219,RUTA_A,3.961581476213647,39.95625817531498,38,30,8,87,79.07683704757271,LLUVIA,MEDIO,19.615691002947422,0,0,2026-01-01 06:57:00,2026-01-01 07:21:26.976639,1
V220,RUTA_A,17.36915778102664,13.402250352323483,63,27,7,91,56.26168443794672,LLUVIA,BAJO,9.84133392290672,0,0,2026-01-01 11:54:00,2026-01-01 12:13:06.190416,1
V221,RUTA_C,3.984856219788477,30.053264525929432,25,64,33,82,74.03028756042305,SOLEADO,MEDIO,10.054891880198824,0,0,2026-01-01 13:50:00,2026-01-01 14:18:03.934724,1
V222,RUTA_B,4.018484635124787,32.36326959455925,29,38,56,96,84.96303072975043,LLUVIA,MEDIO,18.11583174557008,0,1,2026-01-01 06:40:00,2026-01-01 06:45:44.214528,1
V223,RUTA_B,16.557841345567432,34.39191920478555,55,33,15,97,63.884317308865135,SOLEADO,MEDIO,7.844154891978336,0,0,2026-01-01 08:08:00,2026-01-01 08:37:39.671589,1
V224,RUTA_A,8.908492363068408,39.90631774738518,76,26,37,90,72.18301527386319,LLUVIA,BAJO,16.733200848419973,0,0,2026-01-01 14:34:00,2026-01-01 14:54:21.961679,1
V225,RUTA_B,2.0742007476667754,10.03911116764628,74,27,42,83,70.85159850466644,SOLEADO,ALTO,11.278828241640426,1,1,2026-01-01 06:33:00,2026-01-01 06:59:58.665336,1
V226,RUTA_B,11.169187498954987,2.0938576609581383,67,51,15,95,72.66162500209003,NUBLADO,ALTO,22.291258563668727,0,0,2026-01-01 15:45:00,2026-01-01 16:06:37.200066,1
V227,RUTA_C,11.231047926761814,16.742064960786145,62,54,31,96,73.53790414647636,LLUVIA,BAJO,17.00180963091111,0,0,2026-01-01 10:04:00,2026-01-01 10:10:45.757433,1
V228,RUTA_C,2.0965128976715506,5.638186458243404,10,26,37,88,83.8069742046569,SOLEADO,BAJO,15.123375921147753,0,0,2026-01-01 12:57:00,2026-01-01 13:19:59.541857,1
V229,RUTA_C,17.532882425772254,1.3858226219011773,75,23,25,85,49.93423514845549,SOLEADO,BAJO,20.910883508556715,0,0,2026-01-01 07:07:00,2026-01-01 07:27:50.651490,1
V230,RUTA_C,10.248509410007784,14.736859672088702,38,58,43,99,78.50298117998443,LLUVIA,MEDIO,11.746391973716197,0,0,2026-01-01 09:26:00,2026-01-01 09:50:06.366332,1
V231,RUTA_A,10.516527277055992,31.457660917471838,79,38,35,81,59.966945445888015,LLUVIA,MEDIO,12.506361463648766,0,0,2026-01-01 12:28:00,2026-01-01 12:36:13.555182,1
V232,RUTA_C,9.841962046540706,22.8641373033903,17,13,42,88,60.316075906918584,NUBLADO,MEDIO,10.954180665379564,1,1,2026-01-01 12:19:00,2026-01-01 12:33:53.605295,1
V233,RUTA_B,11.38244025395854,12.854730573808984,38,29,50,85,62.235119492082916,LLUVIA,BAJO,12.539843094604027,0,0,2026-01-01 08:09:00,2026-01-01 08:35:02.273586,1
V234,RUTA_A,5.493095797153834,26.346509216962428,60,56,6,82,71.01380840569233,NUBLADO,MEDIO,16.24446243746955,0,0,2026-01-01 06:07:00,2026-01-01 06:19:48.192415,1
V235,RUTA_B,5.883102915572294,9.664718122198023,42,18,31,99,87.23379416885541,SOLEADO,MEDIO,17.975807487974883,0,0,2026-01-01 06:09:00,2026-01-01 06:16:24.010420,1
V236,RUTA_B,9.692764526534257,1.0680671198473584,12,36,40,85,60.61447094693149,SOLEADO,MEDIO,19.84568674147017,1,0,2026-01-01 09:33:00,2026-01-01 09:39:21.406778,1
V237,RUTA_B,14.713659530980852,30.69195876423888,69,24,15,86,56.572680938038296,SOLEADO,MUY_ALTO,8.701103812397044,0,0,2026-01-01 13:09:00,2026-01-01 13:16:10.294362,0
V238,RUTA_C,1.8476978004010407,25.13785185212836,44,28,51,80,76.30460439919791,LLUVIA_FUERTE,BAJO,15.312548054146832,0,0,2026-01-01 14:25:00,2026-01-01 14:31:18.963169,0
V239,RUTA_C,11.257871607744182,30.610953667787918,78,61,22,80,57.484256784511636,NUBLADO,MEDIO,11.567341875236792,0,0,2026-01-01 06:42:00,2026-01-01 06:54:37.988849,1
V240,RUTA_A,14.715228422607337,2.0380516591627917,29,35,5,84,54.56954315478532,NUBLADO,MEDIO,15.178851634047597,0,0,2026-01-01 16:45:00,2026-01-01 17:06:02.089873,1
V241,RUTA_A,3.667593624632862,33.56622529931076,48,35,39,85,77.66481275073427,NUBLADO,MEDIO,25.33665432050816,0,0,2026-01-01 15:14:00,2026-01-01 15:22:32.328164,1
V242,RUTA_C,1.255383213669627,24.971284901433982,13,35,39,92,84.48923357266075,LLUVIA_FUERTE,ALTO,17.16744704800006,1,0,2026-01-01 16:00:00,2026-01-01 16:05:12.219372,0
V243,RUTA_B,6.3161260174047875,22.754116353149286,28,55,35,81,68.36774796519043,SOLEADO,MEDIO,19.597859884592985,0,0,2026-01-01 08:33:00,2026-01-01 08:53:24.138482,1
V244,RUTA_A,10.998443014403168,25.172254900524,54,58,32,94,72.00311397119367,NUBLADO,MUY_ALTO,23.842765088644185,0,0,2026-01-01 10:30:00,2026-01-01 10:59:36.290088,0
V245,RUTA_C,3.3508139478807113,34.64511325130038,52,62,43,94,87.29837210423858,NUBLADO,BAJO,20.50943297269903,0,0,2026-01-01 06:21:00,2026-01-01 06:50:57.897252,1
V246,RUTA_C,8.244080306532254,23.683992009076828,22,12,5,92,75.51183938693549,NUBLADO,BAJO,14.208342081252061,0,0,2026-01-01 13:29:00,2026-01-01 13:47:58.060492,1
V247,RUTA_C,10.389465455362725,23.447540005583082,22,75,29,93,72.22106908927455,SOLEADO,ALTO,10.896671653720247,0,0,2026-01-01 06:42:00,2026-01-01 06:53:49.993315,1
V248,RUTA_B,11.181012610874392,39.63182670409775,69,51,47,86,63.63797477825122,LLUVIA,MEDIO,15.879422921916596,0,0,2026-01-01 17:05:00,2026-01-01 17:18:51.369005,1
V249,RUTA_C,5.664999257006377,30.390841599208436,66,28,42,93,81.67000148598724,LLUVIA_FUERTE,BAJO,13.729176863125257,0,0,2026-01-01 13:56:00,2026-01-01 14:25:59.244526,0
V250,RUTA_C,7.800503811766953,17.970605315319844,61,26,24,89,73.3989923764661,NUBLADO,BAJO,9.901914853523303,0,0,2026-01-01 09:09:00,2026-01-01 09:28:24.121319,1
V251,RUTA_C,14.231766894148498,28.442181501300645,62,42,7,96,67.536466211703,LLUVIA,BAJO,16.963699989157874,0,0,2026-01-01 14:21:00,2026-01-01 14:30:06.940870,1
V252,RUTA_C,17.000649800051654,15.874603631825645,52,58,55,93,58.99870039989669,LLUVIA_FUERTE,ALTO,17.06354519223733,0,0,2026-01-01 07:47:00,2026-01-01 08:03:24.461867,0
V253,RUTA_A,15.651965629010373,9.54058076809821,51,65,6,87,50.69606874197925,LLUVIA,BAJO,23.076466801053144,1,0,2026-01-01 10:37:00,2026-01-01 10:59:51.323155,1
V254,RUTA_A,10.592819529468342,24.0756491370665,35,72,22,83,61.81436094106331,SOLEADO,BAJO,14.552947724652745,0,0,2026-01-01 06:50:00,2026-01-01 07:19:18.249936,1
V255,RUTA_C,7.974977650047091,37.16319287550108,32,12,48,95,76.05004469990581,NUBLADO,BAJO,17.120485555877796,0,1,2026-01-01 06:10:00,2026-01-01 06:30:01.975237,1
V256,RUTA_B,6.660262444314109,37.20101104061078,52,58,14,92,73.67947511137177,NUBLADO,MEDIO,13.338058341239138,1,0,2026-01-01 12:45:00,2026-01-01 12:53:22.073596,1
V257,RUTA_A,3.124261623428307,14.005258485166868,37,64,9,99,89.75147675314338,NUBLADO,BAJO,19.492677722773863,0,1,2026-01-01 07:48:00,2026-01-01 08:12:49.016232,1
V258,RUTA_C,2.8113712026739206,21.343259915756953,18,35,13,97,86.37725759465216,LLUVIA,MEDIO,15.501528815239482,1,0,2026-01-01 16:39:00,2026-01-01 16:51:04.525449,1
V259,RUTA_A,12.702079623532182,8.859617993509518,29,61,6,93,62.595840752935636,LLUVIA_FUERTE,BAJO,11.30963356458903,1,0,2026-01-01 11:15:00,2026-01-01 11:28:52.492562,0
V260,RUTA_A,5.416505074909726,39.8274288252059,65,16,38,97,81.16698985018054,LLUVIA_FUERTE,ALTO,15.946112713339367,1,0,2026-01-01 06:52:00,2026-01-01 07:13:49.806369,0
V261,RUTA_B,5.329248669351595,39.25415736078346,48,55,42,84,73.34150266129681,NUBLADO,BAJO,17.562091590260003,0,0,2026-01-01 15:54:00,2026-01-01 16:06:37.319036,1
V262,RUTA_C,17.969315926122356,26.15560272344417,60,55,35,88,52.06136814775529,SOLEADO,MEDIO,17.021093549654253,0,0,2026-01-01 17:52:00,2026-01-01 17:58:53.777336,1
V263,RUTA_C,4.194741283854522,32.2743553572602,21,25,14,82,73.61051743229096,LLUVIA_FUERTE,ALTO,20.18358686198348,0,0,2026-01-01 13:56:00,2026-01-01 14:12:12.342022,0
V264,RUTA_B,3.517015911310104,28.746456370706152,64,33,54,87,79.96596817737979,LLUVIA,MEDIO,10.207774511837242,0,0,2026-01-01 11:21:00,2026-01-01 11:37:26.468424,1
V265,RUTA_B,2.6776488719186506,23.929749652058995,20,70,16,99,93.6447022561627,SOLEADO,MEDIO,12.629029639940235,0,0,2026-01-01 09:06:00,2026-01-01 09:28:53.344241,1
V266,RUTA_C,10.856690867835535,2.607245881061459,35,63,40,89,67.28661826432892,LLUVIA_FUERTE,BAJO,18.559149327182148,0,0,2026-01-01 14:39:00,2026-01-01 14:51:03.595665,0
V267,RUTA_C,11.673685042035725,18.463191530830112,51,71,58,98,74.65262991592854,LLUVIA,BAJO,13.098924088155714,0,0,2026-01-01 16:01:00,2026-01-01 16:13:55.267415,1
V268,RUTA_B,7.208874746366993,27.154058935612717,36,10,25,82,67.58225050726601,NUBLADO,MEDIO,16.961884997320826,0,0,2026-01-01 14:42:00,2026-01-01 14:50:01.499651,1
V269,RUTA_A,10.102026703694952,27.262498748405545,20,58,53,90,64.7959465926101,NUBLADO,MUY_ALTO,6.32101901035295,1,0,2026-01-01 08:01:00,2026-01-01 08:13:53.693467,0
V270,RUTA_A,14.402792026063514,15.238343427684152,47,34,51,90,56.19441594787297,NUBLADO,MEDIO,26.86378628925153,1,0,2026-01-01 13:07:00,2026-01-01 13:28:08.267228,1
V271,RUTA_B,14.907770861469722,37.6968334729922,52,19,10,96,61.18445827706056,SOLEADO,MEDIO,14.921125873770656,1,0,2026-01-01 10:45:00,2026-01-01 10:51:56.758730,1
V272,RUTA_A,17.28450528716602,7.110602773352849,28,25,52,95,60.43098942566796,SOLEADO,ALTO,20.775825039953112,0,0,2026-01-01 10:29:00,2026-01-01 10:51:13.151274,1
V273,RUTA_B,15.012555760688867,20.264198125514643,73,67,53,86,50.97488847862226,LLUVIA,MEDIO,14.652408697666036,1,0,2026-01-01 14:03:00,2026-01-01 14:12:00.294620,1
V274,RUTA_A,10.602304424196252,27.7899170737575,15,38,7,83,61.7953911516075,SOLEADO,BAJO,17.65879411492355,0,0,2026-01-01 06:05:00,2026-01-01 06:28:49.472426,1
V275,RUTA_A,4.054168419226382,28.036864332726466,55,15,14,98,89.89166316154723,SOLEADO,MEDIO,21.96767858538109,0,0,2026-01-01 07:16:00,2026-01-01 07:23:03.523716,1
V276,RUTA_C,2.6959804809483208,26.121238792368214,51,25,9,91,85.60803903810336,NUBLADO,MUY_ALTO,20.663224076833544,0,0,2026-01-01 06:01:00,2026-01-01 06:16:48.901989,0
V277,RUTA_C,1.9267021284846064,11.373884431348477,74,29,50,94,82.14659574303079,NUBLADO,BAJO,15.182180081259101,1,1,2026-01-01 12:02:00,2026-01-01 12:22:56.496069,1
V278,RUTA_A,12.330939140351523,6.670159463121568,68,52,30,90,60.33812171929695,LLUVIA_FUERTE,MEDIO,15.45898269842523,1,0,2026-01-01 09:33:00,2026-01-01 09:55:45.637075,0
V279,RUTA_A,14.728116341765883,25.61964290965508,61,35,25,84,54.543767316468234,SOLEADO,BAJO,20.014266240733143,0,0,2026-01-01 08:01:00,2026-01-01 08:26:47.985080,1
V280,RUTA_C,9.647627161629343,24.17243358750779,56,42,49,84,61.70474567674131,SOLEADO,MEDIO,25.332977617141204,0,1,2026-01-01 12:51:00,2026-01-01 13:10:35.834735,1
